,rooms,renovation,materials,facilities,prices,negotiations,floors,total_floors,city,district,street,living_squares,home_area(acres²)
2214,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yunusabad district,Hamal Street,73.0,73.0
2215,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Hamal Street,56.0,56.0
2216,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Chilanzar district,2nd quarter,50.0,50.0
2217,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Yunusabad district,Street Nukus,128.0,128.0
2218,2,Euro renovation,Monolythic,1,72000.0,0,15,16,Tashkent city,Mirzo-Ulugbek district,Avihon street,76.6,76.6
2219,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,Hamal Street,100.0,100.0
2220,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Massive Kashgar,63.0,63.0
2221,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens of Qatartal,50.0,50.0
2222,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Hamal Street,52.0,52.0
2223,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yashnobodsky district,1st quarter,78.0,78.0
2224,2,Rough finish,Monolythic,0,84263.36,0,10,11,Tashkent city,Yunusabad district,Hamal Street,68.29,68.29
2225,3,Author's design,Panel,1,185000.0,1,8,9,Tashkent city,Yunusabad district,Hamal Street,130.0,130.0
2226,1,Medium,Panel,0,42700.0,0,3,4,Tashkent city,Yunusabad district,Hamal Street,33.0,33.0
2227,1,Requires repairs,Other,0,82000.0,0,1,4,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Bogishamol,43.0,43.0
2228,4,Requires repairs,Brick,0,145000.0,1,1,4,Tashkent city,Yunusabad district,11th quarter,100.0,100.0
2229,1,Author's design,Brick,1,75000.0,1,8,9,Tashkent city,Yunusabad district,Saram Street,37.0,37.0
2230,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yunusabad district,Hamal Street,74.0,74.0
2231,5,Euro renovation,Brick,1,165000.0,1,5,6,Tashkent city,Yunusabad district,Makhalinsky gathering citizens,150.0,150.0
2232,2,Medium,Brick,1,46000.0,1,7,9,Tashkent city,Yunusabad district,Hamal Street,43.0,43.0
2233,2,Medium,Panel,1,53950.0,1,2,4,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Kitik Hirmantep,48.0,48.0
2234,2,Medium,Panel,1,56950.0,1,1,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens Kitik Hirmantep,50.0,50.0
2235,1,Euro renovation,Brick,1,49750.0,1,4,4,Tashkent city,Yunusabad district,Hamal Street,30.0,30.0
2236,2,Euro renovation,Brick,1,60499.0,1,1,5,Tashkent city,Orthodpinsky district,26th quarter,50.0,50.0
2237,3,Euro renovation,Brick,0,90000.0,1,1,5,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Kushchinor,70.0,70.0
2238,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Sergeli district,Makhalinsky gathering of citizens Halkobod,78.0,78.0
2239,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yunusabad district,residential complex Shanghai resident,73.0,73.0
2240,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Hamal Street,56.0,56.0
2241,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
2242,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Mirabad district,Street Nukus,128.0,128.0
2243,2,Rough finish,Monolythic,0,84263.36,0,10,11,Tashkent city,Yunusabad district,Hamal Street,68.29,68.29
2244,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,Hamal Street,100.0,100.0
2245,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Hamal Street,63.0,63.0
2246,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Yunusabad district,Hamal Street,50.0,50.0
2247,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Massive Kashgar,52.0,52.0
2248,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yunusabad district,1st quarter,78.0,78.0
2249,2,Rough finish,Monolythic,1,75243.52,0,8,11,Tashkent city,Yunusabad district,Hamal Street,60.98,60.98
2250,2,Rough finish,Monolythic,1,75243.52,0,8,11,Tashkent city,Yunusabad district,Hamal Street,60.98,60.98
2251,1,Medium,Panel,0,42700.0,0,3,4,Tashkent city,Orthodpinsky district,Makhalinsky gathering of citizens Birlik,33.0,33.0
2252,1,Requires repairs,Other,0,82000.0,0,1,4,Tashkent city,Yunusabad district,Hamal Street,43.0,43.0
2253,4,Requires repairs,Brick,0,145000.0,1,1,4,Tashkent city,Yunusabad district,11th quarter,100.0,100.0
2254,1,Author's design,Brick,1,75000.0,1,8,9,Tashkent city,Yunusabad district,Saram Street,37.0,37.0
2255,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yashnobodsky district,residential complex Parkent Village,74.0,74.0
2256,3,Euro renovation,Brick,0,90000.0,1,1,5,Tashkent city,Yunusabad district,Hamal Street,70.0,70.0
2257,2,Medium,Brick,1,46000.0,1,7,9,Tashkent city,Yunusabad district,Hamal Street,43.0,43.0
2258,2,Medium,Panel,1,53950.0,1,2,4,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Kitik Hirmantep,48.0,48.0
2259,2,Medium,Panel,1,56950.0,1,1,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens Kitik Hirmantep,50.0,50.0
2260,1,Euro renovation,Brick,1,49750.0,1,4,4,Tashkent city,Yakkasarai district,Street Shota Rustaveli,30.0,30.0
2261,2,Euro renovation,Brick,1,60499.0,1,1,5,Tashkent city,Orthodpinsky district,26th quarter,50.0,50.0
2262,1,Rough finish,Monolythic,1,42705.45,0,3,11,Tashkent city,Yunusabad district,Hamal Street,34.61,34.61
2263,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Yunusabad district,Hamal Street,78.0,78.0
2264,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yashnobodsky district,residential complex Shanghai resident,73.0,73.0
2265,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Bogishamol street,56.0,56.0
2266,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Yunusabad district,Hamal Street,50.0,50.0
2267,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Yunusabad district,Street Nukus,128.0,128.0
2268,3,Author's design,Panel,1,185000.0,1,8,9,Tashkent city,Mirabad district,Hamal Street,130.0,130.0
2269,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,Hamal Street,100.0,100.0
2270,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Massive Kashgar,63.0,63.0
2271,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
2272,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Hamal Street,52.0,52.0
2273,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yashnobodsky district,Hamal Street,78.0,78.0
2274,2,Rough finish,Monolythic,0,84263.36,0,10,11,Tashkent city,Yunusabad district,Hamal Street,68.29,68.29
2275,3,Rough finish,Monolythic,1,103499.94,0,7,11,Tashkent city,Mirabad district,Hamal Street,83.88,83.88
2276,1,Medium,Panel,0,42700.0,0,3,4,Tashkent city,Orthodpinsky district,Makhalinsky gathering of citizens Birlik,33.0,33.0
2277,1,Requires repairs,Other,0,82000.0,0,1,4,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Bogishamol,43.0,43.0
2278,4,Requires repairs,Brick,0,145000.0,1,1,4,Tashkent city,Yunusabad district,Hamal Street,100.0,100.0
2279,1,Author's design,Brick,1,75000.0,1,8,9,Tashkent city,Yunusabad district,Hamal Street,37.0,37.0
2280,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yashnobodsky district,residential complex Parkent Village,74.0,74.0
2281,2,Rough finish,Monolythic,1,75243.52,0,8,11,Tashkent city,Yunusabad district,Hamal Street,60.98,60.98
2282,2,Medium,Brick,1,46000.0,1,7,9,Tashkent city,Yunusabad district,Hamal Street,43.0,43.0
2283,2,Medium,Panel,1,53950.0,1,2,4,Tashkent city,Yunusabad district,Hamal Street,48.0,48.0
2284,2,Medium,Panel,1,56950.0,1,1,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
2285,1,Euro renovation,Brick,1,49750.0,1,4,4,Tashkent city,Yakkasarai district,Hamal Street,30.0,30.0
2286,2,Euro renovation,Brick,1,60499.0,1,1,5,Tashkent city,Orthodpinsky district,Hamal Street,50.0,50.0
2287,2,Rough finish,Monolythic,0,89852.95,0,8,11,Tashkent city,Yunusabad district,Hamal Street,72.82,72.82
2288,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Sergeli district,Hamal Street,78.0,78.0
2289,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yunusabad district,residential complex Shanghai resident,73.0,73.0
2290,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Bogishamol street,56.0,56.0
2291,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Yunusabad district,Hamal Street,50.0,50.0
2292,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Yunusabad district,Street Nukus,128.0,128.0
2293,5,Euro renovation,Brick,1,165000.0,1,5,6,Tashkent city,Orthodpinsky district,Hamal Street,150.0,150.0
2294,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,5th passage Nizbek Yuli,100.0,100.0
2295,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Massive Kashgar,63.0,63.0
2296,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens of Qatartal,50.0,50.0
2297,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Massive Kashgar,52.0,52.0
2298,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yashnobodsky district,Hamal Street,78.0,78.0
2299,1,Rough finish,Monolythic,1,49837.42,0,10,11,Tashkent city,Mirabad district,Hamal Street,40.39,40.39
2300,3,Rough finish,Monolythic,1,103499.94,0,7,11,Tashkent city,Yunusabad district,Hamal Street,83.88,83.88
2301,1,Medium,Panel,0,42700.0,0,3,4,Tashkent city,Orthodpinsky district,Hamal Street,33.0,33.0
2302,1,Requires repairs,Other,0,82000.0,0,1,4,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Bogishamol,43.0,43.0
2303,4,Requires repairs,Brick,0,145000.0,1,1,4,Tashkent city,Yunusabad district,Hamal Street,100.0,100.0
2304,1,Author's design,Brick,1,75000.0,1,8,9,Tashkent city,Yunusabad district,Saram Street,37.0,37.0
2305,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yashnobodsky district,residential complex Parkent Village,74.0,74.0
2306,2,Rough finish,Monolythic,1,65545.02,0,10,11,Tashkent city,Mirabad district,Hamal Street,53.12,53.12
2307,2,Medium,Brick,1,46000.0,1,7,9,Tashkent city,Yangikhayat district,Street Kipchak,43.0,43.0
2308,2,Medium,Panel,1,53950.0,1,2,4,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Kitik Hirmantep,48.0,48.0
2309,2,Medium,Panel,1,56950.0,1,1,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens Kitik Hirmantep,50.0,50.0
2310,1,Euro renovation,Brick,1,49750.0,1,4,4,Tashkent city,Yakkasarai district,Hamal Street,30.0,30.0
2311,2,Euro renovation,Brick,1,60499.0,1,1,5,Tashkent city,Orthodpinsky district,Hamal Street,50.0,50.0
2312,3,Euro renovation,Brick,0,90000.0,1,1,5,Tashkent city,Yunusabad district,Hamal Street,70.0,70.0
2313,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Sergeli district,Makhalinsky gathering of citizens Halkobod,78.0,78.0
2314,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yashnobodsky district,residential complex Shanghai resident,73.0,73.0
2315,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Bogishamol street,56.0,56.0
2316,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Yunusabad district,2nd quarter,50.0,50.0
2317,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Mirabad district,Hamal Street,128.0,128.0
2318,2,Rough finish,Monolythic,0,84263.36,0,10,11,Tashkent city,Mirabad district,Hamal Street,68.29,68.29
2319,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,5th passage Nizbek Yuli,100.0,100.0
2320,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Hamal Street,63.0,63.0
2321,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
2322,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Massive Kashgar,52.0,52.0
2323,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yunusabad district,1st quarter,78.0,78.0
2324,2,Rough finish,Monolythic,1,75243.52,0,8,11,Tashkent city,Yunusabad district,Hamal Street,60.98,60.98
2325,1,Rough finish,Monolythic,1,42705.45,0,3,11,Tashkent city,Mirabad district,Hamal Street,34.61,34.61
2326,1,Medium,Panel,0,42700.0,0,3,4,Tashkent city,Orthodpinsky district,Makhalinsky gathering of citizens Birlik,33.0,33.0
2327,1,Requires repairs,Other,0,82000.0,0,1,4,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Bogishamol,43.0,43.0
2328,4,Requires repairs,Brick,0,145000.0,1,1,4,Tashkent city,Yunusabad district,11th quarter,100.0,100.0
2329,1,Author's design,Brick,1,75000.0,1,8,9,Tashkent city,Mirzo-Ulugbek district,Saram Street,37.0,37.0
2330,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yunusabad district,residential complex Parkent Village,74.0,74.0
2331,5,Euro renovation,Brick,1,165000.0,1,5,6,Tashkent city,Orthodpinsky district,Makhalinsky gathering citizens,150.0,150.0
2332,2,Medium,Brick,1,46000.0,1,7,9,Tashkent city,Yangikhayat district,Hamal Street,43.0,43.0
2333,2,Medium,Panel,1,53950.0,1,2,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens Kitik Hirmantep,48.0,48.0
2334,2,Medium,Panel,1,56950.0,1,1,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
2335,1,Euro renovation,Brick,1,49750.0,1,4,4,Tashkent city,Yunusabad district,Street Shota Rustaveli,30.0,30.0
2336,2,Euro renovation,Brick,1,60499.0,1,1,5,Tashkent city,Orthodpinsky district,Hamal Street,50.0,50.0
2337,2,Rough finish,Monolythic,0,84263.36,0,10,11,Tashkent city,Mirabad district,Hamal Street,68.29,68.29
2338,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Halkobod,78.0,78.0
2339,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yunusabad district,residential complex Shanghai resident,73.0,73.0
2340,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Bogishamol street,56.0,56.0
2341,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Chilanzar district,2nd quarter,50.0,50.0
2342,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Mirabad district,Street Nukus,128.0,128.0
2343,1,Rough finish,Monolythic,0,45888.92,0,4,11,Tashkent city,Mirabad district,Hamal Street,37.19,37.19
2344,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,5th passage Nizbek Yuli,100.0,100.0
2345,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Hamal Street,63.0,63.0
2346,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens of Qatartal,50.0,50.0
2347,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Massive Kashgar,52.0,52.0
2348,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yashnobodsky district,1st quarter,78.0,78.0
2349,3,Euro renovation,Brick,0,90000.0,1,1,5,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Kushchinor,70.0,70.0
2350,1,Rough finish,Monolythic,0,45888.92,0,4,11,Tashkent city,Yunusabad district,Hamal Street,37.19,37.19
2351,1,Medium,Panel,0,42700.0,0,3,4,Tashkent city,Orthodpinsky district,Makhalinsky gathering of citizens Birlik,33.0,33.0
2352,1,Requires repairs,Other,0,82000.0,0,1,4,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Bogishamol,43.0,43.0
2353,4,Requires repairs,Brick,0,145000.0,1,1,4,Tashkent city,Yunusabad district,11th quarter,100.0,100.0
2354,1,Author's design,Brick,1,75000.0,1,8,9,Tashkent city,Yunusabad district,Saram Street,37.0,37.0
2355,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yashnobodsky district,Hamal Street,74.0,74.0
2356,2,Rough finish,Monolythic,0,89852.95,0,8,11,Tashkent city,Yunusabad district,Hamal Street,72.82,72.82
2357,2,Medium,Brick,1,46000.0,1,7,9,Tashkent city,Yangikhayat district,Street Kipchak,43.0,43.0
2358,2,Medium,Panel,1,53950.0,1,2,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens Kitik Hirmantep,48.0,48.0
2359,2,Medium,Panel,1,56950.0,1,1,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
2360,1,Euro renovation,Brick,1,49750.0,1,4,4,Tashkent city,Yunusabad district,Street Shota Rustaveli,30.0,30.0
2361,2,Euro renovation,Brick,1,60499.0,1,1,5,Tashkent city,Orthodpinsky district,Hamal Street,50.0,50.0
2362,1,Rough finish,Monolythic,1,42705.45,0,3,11,Tashkent city,Mirabad district,Hamal Street,34.61,34.61
2363,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Sergeli district,Makhalinsky gathering of citizens Halkobod,78.0,78.0
2364,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yashnobodsky district,Hamal Street,73.0,73.0
2365,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Bogishamol street,56.0,56.0
2366,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Chilanzar district,2nd quarter,50.0,50.0
2367,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Mirabad district,Street Nukus,128.0,128.0
2368,2,Rough finish,Monolythic,1,75243.52,0,8,11,Tashkent city,Mirabad district,Hamal Street,60.98,60.98
2369,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,Hamal Street,100.0,100.0
2370,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Massive Kashgar,63.0,63.0
2371,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens of Qatartal,50.0,50.0
2372,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Hamal Street,52.0,52.0
2373,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yashnobodsky district,1st quarter,78.0,78.0
2374,3,Rough finish,Monolythic,1,103499.94,0,7,11,Tashkent city,Mirabad district,Hamal Street,83.88,83.88
2375,3,Author's design,Panel,1,185000.0,1,8,9,Tashkent city,Yunusabad district,Aybek Street,130.0,130.0
2376,1,Medium,Panel,0,42700.0,0,3,4,Tashkent city,Orthodpinsky district,Makhalinsky gathering of citizens Birlik,33.0,33.0
2377,2,Euro renovation,Panel,0,65200.0,0,3,4,Tashkent city,Orthodpinsky district,15th quarter,50.0,50.0
2378,2,Requires repairs,Brick,0,59999.0,0,2,4,Tashkent city,Chilanzar district,4th quarter,50.0,50.0
2379,1,Requires repairs,Other,0,82000.0,0,1,4,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Bogishamol,43.0,43.0
2380,4,Requires repairs,Brick,0,145000.0,1,1,4,Tashkent city,Yunusabad district,11th quarter,100.0,100.0
2381,2,Rough finish,Monolythic,1,75243.52,0,8,11,Tashkent city,Mirabad district,Hamal Street,60.98,60.98
2382,1,Author's design,Brick,1,75000.0,1,8,9,Tashkent city,Mirzo-Ulugbek district,Saram Street,37.0,37.0
2383,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yashnobodsky district,residential complex Parkent Village,74.0,74.0
2384,2,Medium,Brick,1,46000.0,1,7,9,Tashkent city,Yangikhayat district,Street Kipchak,43.0,43.0
2385,2,Medium,Panel,1,53950.0,1,2,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens Kitik Hirmantep,48.0,48.0
2386,2,Medium,Panel,1,56950.0,1,1,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens Kitik Hirmantep,50.0,50.0
2387,3,Rough finish,Monolythic,1,103499.94,0,7,11,Tashkent city,Mirabad district,Hamal Street,83.88,83.88
2388,1,Euro renovation,Brick,1,49750.0,1,4,4,Tashkent city,Yunusabad district,Street Shota Rustaveli,30.0,30.0
2389,2,Euro renovation,Brick,1,60499.0,1,1,5,Tashkent city,Orthodpinsky district,26th quarter,50.0,50.0
2390,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Halkobod,78.0,78.0
2391,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yashnobodsky district,residential complex Shanghai resident,73.0,73.0
2392,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Bogishamol street,56.0,56.0
2393,1,Rough finish,Monolythic,1,49837.42,0,10,11,Tashkent city,Mirabad district,Hamal Street,40.39,40.39
2394,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
2395,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Mirabad district,Street Nukus,128.0,128.0
2396,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,5th passage Nizbek Yuli,100.0,100.0
2397,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Massive Kashgar,63.0,63.0
2398,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens of Qatartal,50.0,50.0
2399,2,Rough finish,Monolythic,1,65545.02,0,10,11,Tashkent city,Mirabad district,Hamal Street,53.12,53.12
2400,2,Rough finish,Monolythic,1,75243.52,0,8,11,Tashkent city,Mirabad district,Hamal Street,60.98,60.98
2401,1,Medium,Panel,0,42700.0,0,3,4,Tashkent city,Orthodpinsky district,Makhalinsky gathering of citizens Birlik,33.0,33.0
2402,2,Euro renovation,Panel,0,65200.0,0,3,4,Tashkent city,Orthodpinsky district,15th quarter,50.0,50.0
2403,2,Requires repairs,Brick,0,59999.0,0,2,4,Tashkent city,Chilanzar district,4th quarter,50.0,50.0
2404,1,Requires repairs,Other,0,82000.0,0,1,4,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Bogishamol,43.0,43.0
2405,4,Requires repairs,Brick,0,145000.0,1,1,4,Tashkent city,Yunusabad district,11th quarter,100.0,100.0
2406,2,Euro renovation,Monolythic,1,72000.0,0,15,16,Tashkent city,Mirzo-Ulugbek district,Avihon street,76.6,76.6
2407,1,Author's design,Brick,1,75000.0,1,8,9,Tashkent city,Mirzo-Ulugbek district,Saram Street,37.0,37.0
2408,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yunusabad district,residential complex Parkent Village,74.0,74.0
2409,2,Medium,Brick,1,46000.0,1,7,9,Tashkent city,Yangikhayat district,Street Kipchak,43.0,43.0
2410,2,Medium,Panel,1,53950.0,1,2,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens Kitik Hirmantep,48.0,48.0
2411,2,Medium,Panel,1,56950.0,1,1,4,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Kitik Hirmantep,50.0,50.0
2412,2,Rough finish,Monolythic,0,84263.36,0,10,11,Tashkent city,Mirabad district,Hamal Street,68.29,68.29
2413,1,Euro renovation,Brick,1,49750.0,1,4,4,Tashkent city,Yakkasarai district,Street Shota Rustaveli,30.0,30.0
2414,2,Euro renovation,Brick,1,60499.0,1,1,5,Tashkent city,Orthodpinsky district,26th quarter,50.0,50.0
2415,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Sergeli district,Makhalinsky gathering of citizens Halkobod,78.0,78.0
2416,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yashnobodsky district,residential complex Shanghai resident,73.0,73.0
2417,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Bogishamol street,56.0,56.0
2418,1,Rough finish,Monolythic,0,45888.92,0,4,11,Tashkent city,Yunusabad district,Hamal Street,37.19,37.19
2419,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Chilanzar district,2nd quarter,50.0,50.0
2420,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Mirabad district,Street Nukus,128.0,128.0
2421,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,5th passage Nizbek Yuli,100.0,100.0
2422,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Massive Kashgar,63.0,63.0
2423,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens of Qatartal,50.0,50.0
2424,3,Euro renovation,Brick,0,90000.0,1,1,5,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Kushchinor,70.0,70.0
2425,2,Rough finish,Monolythic,1,75243.52,0,8,11,Tashkent city,Mirabad district,Hamal Street,60.98,60.98
2426,1,Medium,Panel,0,42700.0,0,3,4,Tashkent city,Orthodpinsky district,Makhalinsky gathering of citizens Birlik,33.0,33.0
2427,2,Euro renovation,Panel,0,65200.0,0,3,4,Tashkent city,Orthodpinsky district,15th quarter,50.0,50.0
2428,2,Requires repairs,Brick,0,59999.0,0,2,4,Tashkent city,Chilanzar district,4th quarter,50.0,50.0
2429,1,Requires repairs,Other,0,82000.0,0,1,4,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Bogishamol,43.0,43.0
2430,4,Requires repairs,Brick,0,145000.0,1,1,4,Tashkent city,Yunusabad district,11th quarter,100.0,100.0
2431,2,Rough finish,Monolythic,0,89852.95,0,8,11,Tashkent city,Mirabad district,Hamal Street,72.82,72.82
2432,1,Author's design,Brick,1,75000.0,1,8,9,Tashkent city,Mirzo-Ulugbek district,Saram Street,37.0,37.0
2433,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yunusabad district,residential complex Parkent Village,74.0,74.0
2434,2,Medium,Brick,1,46000.0,1,7,9,Tashkent city,Yunusabad district,Street Kipchak,43.0,43.0
2435,2,Medium,Panel,1,53950.0,1,2,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens Kitik Hirmantep,48.0,48.0
2436,2,Medium,Panel,1,56950.0,1,1,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens Kitik Hirmantep,50.0,50.0
